id,name,HP,attack,defense,sp. attack,sp. defense,speed,species,description,height,weight,gender,thumbnail,type_fire,type_water,type_electric,type_grass,type_ice,type_fighting,type_poison,type_ground,type_flying,type_psychic,type_bug,type_rock,type_ghost,type_dragon,type_dark,type_steel,type_fairy
405,"Luxray",80,120,79,95,79,70,"Gleam Eyes Pokémon","Luxray’s ability to see through objects comes in handy when it’s scouting for danger.","1.4 m","42 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/405.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,"Budew",40,30,35,50,70,55,"Bud Pokémon","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","0.2 m","1.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/406.png",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
407,"Roserade",60,70,65,125,105,90,"Bouquet Pokémon","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","0.9 m","14.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/407.png",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
408,"Cranidos",67,125,40,30,30,58,"Head Butt Pokémon","Its hard skull is its distinguishing feature. It snapped trees by headbutting them, and then it fed on their ripe berries.","0.9 m","31.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/408.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
409,"Rampardos",97,165,60,65,50,58,"Head Butt Pokémon","This ancient Pokémon used headbutts skillfully. Its brain was really small, so some theories suggest that its stupidity led to its extinction.","1.6 m","102.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/409.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
410,"Shieldon",30,42,118,42,88,30,"Shield Pokémon","Although its fossils can be found in layers of primeval rock, nothing but its face has ever been discovered.","0.5 m","57 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/410.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
411,"Bastiodon",60,52,168,47,138,30,"Shield Pokémon","This Pokémon is from roughly 100 million years ago. Its terrifyingly tough face is harder than steel.","1.3 m","149.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/411.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
412,"Burmy",40,29,45,29,45,36,"Bagworm Pokémon","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","0.2 m","3.4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/412.png",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
413,"Wormadam",60,59,85,79,105,36,"Bagworm Pokémon","When Burmy evolved, its cloak became a part of this Pokémon’s body. The cloak is never shed.","0.5 m","6.5 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/413.png",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
414,"Mothim",70,94,50,94,50,66,"Moth Pokémon","It flutters around at night and steals honey from the Combee hive.","0.9 m","23.3 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/414.png",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
415,"Combee",30,30,42,30,42,70,"Tiny Bee Pokémon","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","0.3 m","5.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/415.png",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
416,"Vespiquen",70,80,102,80,102,40,"Beehive Pokémon","Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.","1.2 m","38.5 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/416.png",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
417,"Pachirisu",60,45,70,45,90,95,"EleSquirrel Pokémon","A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.","0.4 m","3.9 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/417.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,"Buizel",55,65,35,60,30,85,"Sea Weasel Pokémon","It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.","0.7 m","29.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/418.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,"Floatzel",85,105,55,85,50,115,"Sea Weasel Pokémon","Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.","1.1 m","33.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/419.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,"Cherubi",45,35,45,62,53,35,"Cherry Pokémon","It evolves by sucking the energy out of the small ball where it had been storing nutrients.","0.4 m","3.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/420.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
421,"Cherrim",70,60,70,87,78,85,"Blossom Pokémon","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.","0.5 m","9.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/421.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,"Shellos",76,48,48,57,62,34,"Sea Slug Pokémon","When it senses danger, a purple liquid oozes out of it. The liquid is thought to be something like greasy sweat.","0.3 m","6.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/422.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,"Gastrodon",111,83,68,92,82,39,"Sea Slug Pokémon","Their shape and color change, depending on their environment and diet. There are many of them at beaches where the waves are calm.","0.9 m","29.9 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/423.png",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,"Ambipom",75,100,66,60,66,115,"Long Tail Pokémon","It uses its tails for everything. If it wraps both of its tails around you and gives you a squeeze, that’s proof it really likes you.","1.2 m","20.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/424.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,"Drifloon",90,50,34,60,44,70,"Balloon Pokémon","Wandering souls gathered together to form this Pokémon. When trying to make friends with children, Drifloon grabs them by the hand.","0.4 m","1.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/425.png",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
426,"Drifblim",150,80,44,90,54,80,"Blimp Pokémon","The raw material for the gas inside its body is souls. When its body starts to deflate, it’s thought to carry away people and Pokémon.","1.2 m","15 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/426.png",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
427,"Buneary",55,66,44,44,56,85,"Rabbit Pokémon","The reason it keeps one ear rolled up is so it can launch a swift counterattack if it’s attacked by an enemy.","0.4 m","5.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/427.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,"Lopunny",65,76,84,54,96,105,"Rabbit Pokémon","It’s notably wary and has a dislike of fighting, but at the same time, it can deliver powerful kicks with its lithe legs.","1.2 m","33.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/428.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,"Mismagius",60,60,60,105,105,105,"Magical Pokémon","Its muttered curses can cause awful headaches or terrifying visions that torment others.","0.9 m","4.4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/429.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
430,"Honchkrow",100,125,52,105,52,71,"Big Boss Pokémon","Its goons take care of most of the fighting for it. The only time it dirties its own hands is in delivering a final blow to finish off an opponent.","0.9 m","27.3 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/430.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
431,"Glameow",49,55,42,42,37,85,"Catty Pokémon","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.","0.5 m","3.9 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/431.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,"Purugly",71,82,64,64,59,112,"Tiger Cat Pokémon","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.","1 m","43.8 kg","25:75","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/432.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,"Chingling",45,30,50,65,50,45,"Bell Pokémon","There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound.","0.2 m","0.6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/433.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
434,"Stunky",63,63,47,41,41,74,"Skunk Pokémon","It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.","0.4 m","19.2 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/434.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
435,"Skuntank",103,93,67,71,61,84,"Skunk Pokémon","It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.","1 m","38 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/435.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
436,"Bronzor",57,24,86,24,86,23,"Bronze Pokémon","Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.","0.5 m","60.5 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/436.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
437,"Bronzong",67,89,116,79,116,33,"Bronze Bell Pokémon","Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.","1.3 m","187 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/437.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
438,"Bonsly",50,80,95,10,45,10,"Bonsai Pokémon","If its body gets too damp, it will die. So, in a process reminiscent of sweating, its eyes expel moisture.","0.5 m","15 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/438.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
439,"Mime Jr.",20,25,45,70,90,60,"Mime Pokémon","When this gifted mimic surprises an opponent, Mime Jr. feels so happy that it ends up forgetting it was imitating something.","0.6 m","13 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/439.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
440,"Happiny",100,5,5,15,65,30,"Playhouse Pokémon","When it sees something round and white, Happiny puts it into the pouch on its stomach. It sometimes becomes overloaded and can’t move.","0.6 m","24.4 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/440.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,"Chatot",76,65,45,92,42,91,"Music Note Pokémon","It can learn and speak human words. If they gather, they all learn the same saying.","0.5 m","1.9 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/441.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
442,"Spiritomb",50,92,108,92,108,35,"Forbidden Pokémon","It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.","1 m","108 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/442.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
443,"Gible",58,70,45,40,45,42,"Land Shark Pokémon","Its original home is an area much hotter than Alola. If you’re planning to live with one, your heating bill will soar.","0.7 m","20.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/443.png",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
444,"Gabite",68,90,65,50,55,82,"Cave Pokémon","It sheds its skin and gradually grows larger. Its scales can be ground into a powder and used as raw materials for traditional medicine.","1.4 m","56 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/444.png",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
445,"Garchomp",108,130,95,80,85,102,"Mach Pokémon","Its fine scales don’t just reduce wind resistance—their sharp edges also cause injury to any opponent who attacks it.","1.9 m","95 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/445.png",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
446,"Munchlax",135,85,40,40,85,5,"Big Eater Pokémon","Anything that looks edible, Munchlax will go on and swallow whole. Its stomach is tough enough to handle it even if the food has gone rotten.","0.6 m","105 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/446.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,"Riolu",40,70,40,35,40,60,"Emanation Pokémon","It uses waves called auras to communicate with others of its kind. It doesn’t make any noise during this time, so its enemies can’t detect it.","0.7 m","20.2 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/447.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
448,"Lucario",70,110,70,115,70,90,"Aura Pokémon","Lucario reads its opponent’s feelings with its aura waves. It finds out things it would rather not know, so it gets stressed out easily.","1.2 m","54 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/448.png",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
449,"Hippopotas",68,72,78,38,42,32,"Hippo Pokémon","It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.","0.8 m","49.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/449.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,"Hippowdon",108,112,118,68,72,47,"Heavyweight Pokémon","It blasts internally stored sand from ports on its body to create a towering twister for attack.","2 m","300 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/450.png",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,"Skorupi",40,50,90,30,55,65,"Scorpion Pokémon","It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.","0.8 m","12 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/451.png",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
452,"Drapion",70,90,110,60,75,95,"Ogre Scorpion Pokémon","It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.","1.3 m","61.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/452.png",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
453,"Croagunk",48,61,40,61,40,50,"Toxic Mouth Pokémon","Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.","0.7 m","23 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/453.png",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
454,"Toxicroak",83,106,65,86,65,85,"Toxic Mouth Pokémon","Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.","1.3 m","44.4 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/454.png",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
455,"Carnivine",74,100,72,90,72,46,"Bug Catcher Pokémon","It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.","1.4 m","27 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/455.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,"Finneon",49,49,56,49,61,66,"Wing Fish Pokémon","It lures in prey with its shining tail fins. It stays near the surface during the day and moves to the depths when night falls.","0.4 m","7 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/456.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,"Lumineon",69,69,76,69,86,91,"Neon Pokémon","They traverse the deep waters as if crawling over the seafloor. The fantastic lights of its fins shine like stars in the night sky.","1.2 m","24 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/457.png",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,"Mantyke",45,20,50,60,120,50,"Kite Pokémon","Mantyke are friendly toward people and will approach boats closely. The patterns on their backs differ depending on their habitat.","1 m","65 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/458.png",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459,"Snover",60,62,50,62,60,40,"Frost Tree Pokémon","In the spring, it grows berries with the texture of frozen treats around its belly.","1 m","50.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/459.png",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
460,"Abomasnow",90,92,75,92,85,60,"Frost Tree Pokémon","It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.","2.2 m","135.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/460.png",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
461,"Weavile",70,120,65,45,85,125,"Sharp Claw Pokémon","Thanks to its increased intelligence, scrapping over food is a thing of the past. A scratch from its claws will give you a case of frostbite!","1.1 m","34 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/461.png",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
462,"Magnezone",70,70,115,130,90,60,"Magnet Area Pokémon","There are still people who believe that this Pokémon came from outer space. It emanates a powerful magnetic field.","1.2 m","180 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/462.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,"Lickilicky",110,85,95,80,95,50,"Licking Pokémon","It uses its tongue much more skillfully than its hands or its feet. It can deftly pick up a single small bean with its tongue.","1.7 m","140 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/463.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,"Rhyperior",115,140,130,55,55,40,"Drill Pokémon","It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.","2.4 m","282.8 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/464.png",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
465,"Tangrowth",100,100,125,110,50,50,"Vine Pokémon","Its vines grow so profusely that, in the warm season, you can’t even see its eyes.","2 m","128.6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/465.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,"Electivire",75,123,67,95,85,95,"Thunderbolt Pokémon","A single Electivire can provide enough electricity for all the buildings in a big city for a year.","1.8 m","138.6 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/466.png",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,"Magmortar",75,95,67,125,95,83,"Blast Pokémon","Magmortar takes down its enemies by shooting fireballs, which burn them to a blackened crisp. It avoids this method when hunting prey.","1.6 m","68 kg","75:25","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/467.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,"Togekiss",85,50,95,120,115,80,"Jubilee Pokémon","It shares many blessings with people who respect one another’s rights and avoid needless strife.","1.5 m","38 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/468.png",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
469,"Yanmega",86,76,86,116,56,95,"Ogre Darner Pokémon","This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.","1.9 m","51.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/469.png",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
470,"Leafeon",65,110,130,60,65,95,"Verdant Pokémon","It gets its nutrition from photosynthesis. It lives a quiet life deep in forests where clean rivers flow.","1 m","25.5 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/470.png",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"Glaceon",65,60,110,130,95,65,"Fresh Snow Pokémon","It can instantaneously freeze any moisture that’s around it, creating ice pellets to shoot at its prey.","0.8 m","25.9 kg","87.5:12.5","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/471.png",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,"Gliscor",75,95,125,45,75,95,"Fang Scorpion Pokémon","Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.","2 m","42.5 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/472.png",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
473,"Mamoswine",110,130,80,70,60,80,"Twin Tusk Pokémon","Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.","2.5 m","291 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/473.png",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
474,"Porygon-Z",85,80,70,135,75,90,"Virtual Pokémon","A faulty update was added to its programming. Its behavior is noticeably strange, so the experiment may have been a failure.","0.9 m","34 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/474.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,"Gallade",68,125,65,65,115,80,"Blade Pokémon","A master of courtesy and swordsmanship, it fights using extending swords on its elbows.","1.6 m","52 kg","100:0","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/475.png",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
476,"Probopass",60,55,145,75,150,40,"Compass Pokémon","It uses three small units to catch prey and battle enemies. The main body mostly just gives orders.","1.4 m","340 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/476.png",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
477,"Dusknoir",45,100,135,65,135,45,"Gripper Pokémon","The antenna on its head captures radio waves from the world of spirits that command it to take people there.","2.2 m","106.6 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/477.png",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
478,"Froslass",70,80,70,80,70,110,"Snow Land Pokémon","It’s said that on nights of terrible blizzards, it comes down to human settlements. If you hear it knocking at your door, do not open it!","1.3 m","26.6 kg","0:100","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/478.png",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
479,"Rotom",50,50,77,95,77,91,"Plasma Pokémon","Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.","0.3 m","0.3 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/479.png",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
480,"Uxie",75,75,130,75,130,95,"Knowledge Pokémon","It is said that its emergence gave humans the intelligence to improve their quality of life.","0.3 m","0.3 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/480.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,"Mesprit",80,105,105,105,105,80,"Emotion Pokémon","It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake’s surface.","0.3 m","0.3 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/481.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
482,"Azelf",75,125,70,125,70,115,"Willpower Pokémon","It is thought that Uxie, Mesprit, and Azelf all came from the same egg.","0.3 m","0.3 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/482.png",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
483,"Dialga",100,120,120,150,100,90,"Temporal Pokémon","It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.","5.4 m","683 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/483.png",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
484,"Palkia",90,120,100,150,120,100,"Spatial Pokémon","It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.","4.2 m","336 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/484.png",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
485,"Heatran",91,90,106,130,106,77,"Lava Dome Pokémon","Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.","1.7 m","430 kg","50:50","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/485.png",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
486,"Regigigas",110,160,110,80,110,100,"Colossal Pokémon","There is an enduring legend that states this Pokémon towed continents with ropes.","3.7 m","420 kg","Genderless","https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/486.png",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
